Language_ID	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity
aulu1238	0.5555555555555556	0.037037037037037035	0.11764705882352941	0.5454545454545454	0.25892857142857145	0.2727272727272727
auuu1241	0.75	0.2962962962962963	0.5	0.47058823529411764	0.20338983050847464	0.1875
auye1238	0.2	0.1	0.29411764705882354	0.38235294117647056	0.4553571428571429	0.33962264150943394
avac1239	0.16666666666666666	0.13333333333333333	0.17647058823529413	0.5454545454545454	0.3173076923076923	0.22448979591836735
awac1239	0.125	0.037037037037037035	0.17647058823529413	0.5185185185185185	0.2692307692307693	0.1875
awad1243	0.5	0.2222222222222222	0.5	0.2647058823529412	0.4181818181818182	0.2653061224489796
awad1244	0.5	0.19230769230769232	0.23529411764705882	0.5588235294117647	0.27884615384615385	0.3404255319148936
awar1249	0.1111111111111111	0.047619047619047616	0.17647058823529413	0.5	0.18518518518518523	0.26666666666666666
awet1244	0.4444444444444444	0.20833333333333334	0.17647058823529413	0.6060606060606061	0.36666666666666664	0.3617021276595745
axam1237	0.8181818181818182	0.1	0.23529411764705882	0.47058823529411764	0.30327868852459017	0.36363636363636365
axiy1235	0.2	0.07692307692307693	0.17647058823529413	0.40625	0.07142857142857144	0.24444444444444444
ayac1239	0.1111111111111111	0.07692307692307693	0.2	0.5588235294117647	0.5	0.4666666666666667
ayiw1239	0.6666666666666666	0.14285714285714285	0.11764705882352941	0.6470588235294118	0.38596491228070173	0.36363636363636365
azha1235	0.2222222222222222	0.06896551724137931	0	0.4117647058823529	0	0.1891891891891892
baba1264	0.875	0.25	0.5294117647058824	0.30303030303030304	0.32142857142857145	0.3111111111111111
baba1266	0.8181818181818182	0.25925925925925924	0.5294117647058824	0.24242424242424243	0.33999999999999997	0.3333333333333333
baba1267	0.5454545454545454	0.03333333333333333	0.11764705882352941	0.4411764705882353	0.09836065573770487	0.2037037037037037
babi1235	0.2222222222222222	0.3103448275862069	0.47058823529411764	0.5294117647058824	0.4568965517241379	0.36538461538461536
bafi1243	0.7272727272727273	0.24	0.5294117647058824	0.5454545454545454	0.4351851851851852	0.3269230769230769
bafu1246	0.8181818181818182	0.23333333333333334	0.5294117647058824	0.20588235294117646	0.2542372881355932	0.35185185185185186
bagi1246	0.6666666666666666	0.1111111111111111	0.23529411764705882	0.48148148148148145	0.25	0.1836734693877551
bagv1239	0.2222222222222222	0.2857142857142857	0.47058823529411764	0.3333333333333333	0.46296296296296297	0.4423076923076923
baha1259	0.7142857142857143	0.32142857142857145	0.5882352941176471	0.5555555555555556	0.43396226415094336	0.3137254901960784
bahi1252	0.125	0.03571428571428571	0.17647058823529413	0.4117647058823529	0.3839285714285715	0.30612244897959184
baim1244	0.18181818181818182	0.1	0.058823529411764705	0.47058823529411764	0.1639344262295082	0.3148148148148148
baka1272	0.6666666666666666	0.03571428571428571	0.17647058823529413	0.52	0.25	0.2765957446808511
baki1244	0.5555555555555556	0.07407407407407407	0.17647058823529413	0.4375	0.2222222222222222	0.24390243902439024
bala1311	0.7272727272727273	0.045454545454545456	0.17647058823529413	0.45161290322580644	0.20192307692307687	0.2619047619047619
bala1315	0.5454545454545454	0	0.17647058823529413	0.6	0.3392857142857142	0.3469387755102041
bala1316	0.8181818181818182	0.13636363636363635	0.125	0.4	0.25	0.4
bali1278	0.8888888888888888	0.1724137931034483	0.058823529411764705	0.5333333333333333	0.28813559322033894	0.4222222222222222
balu1257	0.6363636363636364	0.20689655172413793	0.11764705882352941	0.5757575757575758	0.28688524590163933	0.43636363636363634
bamu1253	0.7272727272727273	0.32	0.6875	0.24242424242424243	0.27450980392156865	0.34782608695652173
band1344	0.7272727272727273	0.10344827586206896	0.17647058823529413	0.40625	0.20535714285714288	0.29411764705882354
bang1354	0.5555555555555556	0.391304347826087	0.5294117647058824	0.48	0.3942307692307693	0.34615384615384615
bang1369	0.1111111111111111	0.06896551724137931	0.11764705882352941	0.47058823529411764	0.04878048780487804	0.32558139534883723
bant1281	0.125	0.06666666666666667	0.11764705882352941	0.4117647058823529	0.4322033898305085	0.4444444444444444
bara1357	0.1111111111111111	0.04	0.11764705882352941	0.29411764705882354	0.2962962962962963	0.2765957446808511
barg1252	0.2857142857142857	0.35	0	0.5172413793103449	0.29245283018867924	0.3902439024390244
bari1286	0.6363636363636364	0.06896551724137931	0.11764705882352941	0.4411764705882353	0.25	0.28
baro1253	0.7	0	0.17647058823529413	0.53125	0.3125	0.4117647058823529
bash1264	0.1111111111111111	0.05263157894736842	0.17647058823529413	0.45161290322580644	0.43965517241379304	0.29411764705882354
basq1248	0.2222222222222222	0.13333333333333333	0.17647058823529413	0.4117647058823529	0.30833333333333324	0.2830188679245283
bata1289	0.8	0.10714285714285714	0.17647058823529413	0.696969696969697	0.330188679245283	0.20930232558139536
bats1242	0.2222222222222222	0.34782608695652173	0.47058823529411764	0.28	0.4215686274509804	0.38636363636363635
baur1253	0.5555555555555556	0.5	0.4666666666666667	0.6129032258064516	0.3852459016393442	0.5319148936170213
bawm1236	0.125	0.034482758620689655	0.17647058823529413	0.5172413793103449	0.13461538461538464	0.2553191489361702
bayb1234	0.7142857142857143	0.09090909090909091	0.17647058823529413	0.59375	0.2547169811320755	0.3488372093023256
bebe1248	0.7272727272727273	0.23333333333333334	0.47058823529411764	0.4411764705882353	0.38333333333333336	0.32727272727272727
beka1241	0.7272727272727273	0.09090909090909091	0.11764705882352941	0.5454545454545454	0.13559322033898305	0.29411764705882354
bekw1241	0.5714285714285714	0.08	0.23529411764705882	0.46875	0.19607843137254904	0.24444444444444444
bela1254	0.7272727272727273	0.5357142857142857	0.5882352941176471	0.38235294117647056	0.4416666666666667	0.37037037037037035
belh1239	0.2222222222222222	0.1	0.11764705882352941	0.5588235294117647	0.4310344827586206	0.3829787234042553
bell1243	0.8181818181818182	0.36666666666666664	0.5294117647058824	0.4411764705882353	0.5081967213114754	0.48148148148148145
bemb1257	0.8181818181818182	0.35714285714285715	0.5333333333333333	0.45454545454545453	0.5754716981132075	0.5
bent1238	0.4444444444444444	0.21428571428571427	0.4117647058823529	0.1111111111111111	0.38461538461538464	0.3333333333333333
berb1259	0.5	0	0.17647058823529413	0.4444444444444444	0.05555555555555553	0.19607843137254902
beta1252	0.8571428571428571	0.03571428571428571	0.11764705882352941	0.4444444444444444	0.17592592592592593	0.17647058823529413
bezh1248	0.2222222222222222	0.3076923076923077	0.5	0.25925925925925924	0.3627450980392156	0.28
bhoj1244	0.45454545454545453	0.10714285714285714	0.35294117647058826	0.35294117647058826	0.30000000000000004	0.21739130434782608
bian1252	0.4444444444444444	0.038461538461538464	0.17647058823529413	0.4838709677419355	0.32075471698113195	0.3181818181818182
biao1253	0.45454545454545453	0.06896551724137931	0.11764705882352941	0.4117647058823529	0.03448275862068965	0.27450980392156865
biao1254	0.45454545454545453	0.1	0.058823529411764705	0.45454545454545453	0.02542372881355932	0.2777777777777778
biao1256	0.45454545454545453	0.07142857142857142	0.058823529411764705	0.45454545454545453	0.00877192982456139	0.2549019607843137
bier1244	0.8181818181818182	0.25	0.11764705882352941	0.4375	0.18644067796610173	0.2909090909090909
bign1238	0.6363636363636364	0.1	0.11764705882352941	0.5588235294117647	0.19491525423728817	0.18867924528301888
biha1246	0.7272727272727273	0.03333333333333333	0.11764705882352941	0.4411764705882353	0.05084745762711866	0.23076923076923078
bili1260	0.375	0.3333333333333333	0.4375	0.3548387096774194	0.4913793103448276	0.3191489361702128
bimi1240	0.2222222222222222	0.10344827586206896	0.35294117647058826	0.35294117647058826	0.2758620689655172	0.3541666666666667
bina1277	0.14285714285714285	0.037037037037037035	0.17647058823529413	0.4	0.36111111111111105	0.23809523809523808
bini1246	0.7272727272727273	0	0.17647058823529413	0.4411764705882353	0.07627118644067796	0.1836734693877551
bira1253	0.375	0.27586206896551724	0.35294117647058826	0.4117647058823529	0.37735849056603776	0.3488372093023256
bisl1239	0.8181818181818182	0	0.17647058823529413	0.375	0.12931034482758622	0.2857142857142857
bisu1244	0.18181818181818182	0.13333333333333333	0.058823529411764705	0.36363636363636365	0.07627118644067796	0.3018867924528302
bitt1240	0.6	0.14285714285714285	0.125	0.4411764705882353	0.05555555555555554	0.3333333333333333
biwa1243	0.5	0.041666666666666664	0.17647058823529413	0.3333333333333333	0.25	0.3333333333333333
blab1237	0.6666666666666666	0.03333333333333333	0.11764705882352941	0.38235294117647056	0.22321428571428573	0.3469387755102041
blan1242	0.6666666666666666	0.037037037037037035	0.11764705882352941	0.53125	0.09615384615384616	0.21428571428571427
bodo1269	0.1111111111111111	0.12	0.125	0.3225806451612903	0.339622641509434	0.2682926829268293
boht1238	0.375	0.36666666666666664	0.47058823529411764	0.47058823529411764	0.412280701754386	0.38461538461538464
boka1249	0.375	0.10714285714285714	0.11764705882352941	0.38235294117647056	0.06862745098039218	0.34285714285714286
bola1250	0.5	0.03333333333333333	0.17647058823529413	0.5588235294117647	0.24590163934426224	0.2777777777777778
boly1239	0.6363636363636364	0.10344827586206896	0.058823529411764705	0.4411764705882353	0.05263157894736843	0.3333333333333333
bomk1234	0.625	0.23809523809523808	0.4117647058823529	0.4	0.24528301886792456	0.3409090909090909
bona1250	0.1111111111111111	0	0.17647058823529413	0.3939393939393939	0.36111111111111105	0.391304347826087
bond1245	0	0.03571428571428571	0.17647058823529413	0.4583333333333333	0.3673469387755103	0.22916666666666666
bond1247	0.6666666666666666	0.2	0.5333333333333333	0.4411764705882353	0.5094339622641508	0.3125
bong1289	0.6666666666666666	0	0.17647058823529413	0.48484848484848486	0.25	0.26666666666666666
bora1263	0.4444444444444444	0.5	0.4375	0.3939393939393939	0.4568965517241379	0.5961538461538461
bord1248	0.4444444444444444	0.08333333333333333	0.11764705882352941	0.4	0.30999999999999994	0.38
bori1243	0.2857142857142857	0.09090909090909091	0.058823529411764705	0.4838709677419355	0.3627450980392156	0.36363636363636365
boro1277	0.18181818181818182	0.25	0.47058823529411764	0.20588235294117646	0.5	0.3125
boro1282	0.18181818181818182	0.037037037037037035	0.17647058823529413	0.5588235294117647	0.25409836065573776	0.22641509433962265
boto1242	0.5454545454545454	0.04	0.17647058823529413	0.36363636363636365	0.1982758620689656	0.21153846153846154
boun1243	0.5454545454545454	0.08	0.23529411764705882	0.4117647058823529	0.2037037037037037	0.22641509433962265
brah1256	0.4444444444444444	0.14814814814814814	0.17647058823529413	0.4230769230769231	0.4183673469387756	0.3111111111111111
bret1244	0.8181818181818182	0.4	0.5294117647058824	0.5	0.39344262295081966	0.4339622641509434
brib1243	0.3333333333333333	0.25925925925925924	0.11764705882352941	0.5384615384615384	0.3867924528301887	0.4423076923076923
budu1248	0.1111111111111111	0.18518518518518517	0.375	0.3333333333333333	0.4099999999999999	0.32
budz1238	0.6666666666666666	0.2692307692307692	0.5625	0.42424242424242425	0.462962962962963	0.2978723404255319
buga1247	0.6363636363636364	0.034482758620689655	0.11764705882352941	0.4411764705882353	0.07500000000000002	0.2692307692307692
buga1250	0.7272727272727273	0.06666666666666667	0.17647058823529413	0.5294117647058824	0.12711864406779658	0.21818181818181817
bugi1244	0.7	0.03571428571428571	0.1875	0.6060606060606061	0.3706896551724138	0.28846153846153844
bugl1243	0.4444444444444444	0.2	0.17647058823529413	0.48148148148148145	0.22000000000000003	0.3953488372093023
bujh1238	0.18181818181818182	0.13333333333333333	0.11764705882352941	0.5294117647058824	0.36206896551724144	0.4230769230769231
bull1247	0.5454545454545454	0.4	0.4117647058823529	0.3235294117647059	0.2545454545454546	0.3333333333333333
bulo1242	0.7272727272727273	0.03333333333333333	0.17647058823529413	0.4411764705882353	0.0847457627118644	0.23529411764705882
bulu1251	0.6666666666666666	0.25925925925925924	0.5882352941176471	0.375	0.30392156862745096	0.3695652173913043
bumt1240	0.2727272727272727	0.13793103448275862	0.11764705882352941	0.29411764705882354	0.24166666666666667	0.2830188679245283
bund1253	0.5	0.2413793103448276	0.5882352941176471	0.25	0.375	0.26
bura1292	0.8333333333333334	0.03571428571428571	0.17647058823529413	0.4411764705882353	0.2075471698113208	0.18421052631578946
burj1242	0.18181818181818182	0.4	0.5294117647058824	0.29411764705882354	0.4661016949152542	0.37735849056603776
buru1296	0.3333333333333333	0.6666666666666666	0.5714285714285714	0.2962962962962963	0.5673076923076923	0.3958333333333333
buru1320	0.5555555555555556	0.2413793103448276	0.4117647058823529	0.5	0.3916666666666667	0.28
busa1253	0.45454545454545453	0.04	0.11764705882352941	0.46875	0.0625	0.26666666666666666
bush1247	0.7272727272727273	0.2413793103448276	0.5294117647058824	0.48484848484848486	0.4913793103448276	0.29411764705882354
buwa1243	0.7272727272727273	0	0.17647058823529413	0.5	0.2295081967213115	0.3148148148148148
bwai1242	0.375	0.041666666666666664	0.07142857142857142	0.4666666666666667	0.25471698113207547	0.34146341463414637
bwat1240	0.7272727272727273	0.1	0.17647058823529413	0.5294117647058824	0.225	0.33962264150943394
byan1241	0.4	0.03571428571428571	0.17647058823529413	0.3939393939393939	0.38135593220338976	0.34615384615384615
caac1237	0.7272727272727273	0.22727272727272727	0.23529411764705882	0.46875	0.22000000000000003	0.38095238095238093
cacu1241	0.25	0.13333333333333333	0.29411764705882354	0.4411764705882353	0.37037037037037046	0.44680851063829785
cahu1264	0.45454545454545453	0.26666666666666666	0.11764705882352941	0.5757575757575758	0.5083333333333333	0.39622641509433965
cakf1236	0.7272727272727273	0.13333333333333333	0.23529411764705882	0.3235294117647059	0.15454545454545454	0.22448979591836735
cald1236	0.2857142857142857	0.06896551724137931	0.17647058823529413	0.4375	0.4181818181818182	0.2978723404255319
caml1239	0.18181818181818182	0.07407407407407407	0.125	0.46875	0.4196428571428571	0.2916666666666667
camp1261	0.6	0.4482758620689655	0.5294117647058824	0.38235294117647056	0.3571428571428571	0.4230769230769231
cane1242	0.36363636363636365	0.12	0.125	0.4117647058823529	0.22950819672131145	0.28
caom1238	0.5454545454545454	0.14285714285714285	0	0.5	0.03636363636363635	0.25
capa1241	0.18181818181818182	0.06666666666666667	0.17647058823529413	0.4375	0.4017857142857142	0.36
carn1240	0.7272727272727273	0.06666666666666667	0.17647058823529413	0.5	0.2719298245614035	0.32
caro1242	0.7	0.12	0.0625	0.5454545454545454	0.38541666666666663	0.41025641025641024
cash1251	0.2727272727272727	0.2	0.17647058823529413	0.5	0.4180327868852458	0.38181818181818183
cavi1250	0.5555555555555556	0.125	0.17647058823529413	0.34615384615384615	0.36999999999999994	0.46
cemu1238	0.5454545454545454	0.16666666666666666	0.29411764705882354	0.4117647058823529	0.25	0.3888888888888889
cent1989	0.7	0	0.17647058823529413	0.47058823529411764	0.11403508771929824	0.22448979591836735
cent1990	0.7	0.045454545454545456	0.11764705882352941	0.5333333333333333	0.18421052631578952	0.4
cent1992	0.7272727272727273	0.03333333333333333	0.17647058823529413	0.42424242424242425	0.11666666666666664	0.21153846153846154
cent2004	0.4444444444444444	0.06896551724137931	0.058823529411764705	0.3939393939393939	0.02884615384615384	0.25
cent2050	0.4444444444444444	0.07692307692307693	0.17647058823529413	0.5757575757575758	0.28571428571428575	0.19148936170212766
cent2084	0.6666666666666666	0.038461538461538464	0.17647058823529413	0.47058823529411764	0.2327586206896551	0.26
cent2087	0.6666666666666666	0.17391304347826086	0.21428571428571427	0.3548387096774194	0.330188679245283	0.4318181818181818
cent2090	0.7	0.04	0.17647058823529413	0.4	0.21052631578947376	0.22448979591836735
cent2126	0	0.14814814814814814	0.11764705882352941	0.3548387096774194	0.28703703703703703	0.3333333333333333
cent2127	0.45454545454545453	0.16666666666666666	0.17647058823529413	0.47058823529411764	0.5	0.48148148148148145
cent2131	0.36363636363636365	0.07407407407407407	0.17647058823529413	0.5161290322580645	0.2962962962962963	0.26
cent2140	0.4444444444444444	0.13793103448275862	0.1875	0.47058823529411764	0.425	0.34
cent2142	0.5	0.125	0.1875	0.5	0.44000000000000006	0.3269230769230769
cent2150	0.4444444444444444	0.08333333333333333	0.17647058823529413	0.38461538461538464	0.41	0.3191489361702128
cent2292	0.6363636363636364	0.16	0.17647058823529413	0.5625	0.41525423728813554	0.3333333333333333
cent2314	0.6363636363636364	0.03571428571428571	0.11764705882352941	0.41935483870967744	0.05737704918032785	0.21818181818181817
cent2322	0.2222222222222222	0	0.17647058823529413	0.5588235294117647	0.3333333333333333	0.25
chac1251	0.375	0.2413793103448276	0.23529411764705882	0.3939393939393939	0.543859649122807	0.38461538461538464
chad1249	0.6666666666666666	0.36	0.5294117647058824	0.6296296296296297	0.375	0.2708333333333333
chak1270	0.2727272727272727	0.06666666666666667	0.11764705882352941	0.29411764705882354	0.30508474576271183	0.33962264150943394
chak1271	0.3	0.1	0.29411764705882354	0.4117647058823529	0.13934426229508193	0.2545454545454545
chal1275	0.5555555555555556	0.43333333333333335	0.6470588235294118	0.35294117647058826	0.5169491525423728	0.38181818181818183
cham1309	0.1111111111111111	0.2857142857142857	0.5882352941176471	0.18518518518518517	0.42857142857142855	0.3404255319148936
cham1312	0.7272727272727273	0.06666666666666667	0.11764705882352941	0.6176470588235294	0.2786885245901639	0.32075471698113206
chan1313	0.4	0.06896551724137931	0.17647058823529413	0.25	0.31481481481481477	0.26666666666666666
char1269	0.25	0.13043478260869565	0.13333333333333333	0.46875	0.22	0.23404255319148937
chas1234	0.18181818181818182	0.06666666666666667	0.058823529411764705	0.46875	0.09482758620689652	0.1702127659574468
chec1245	0.1111111111111111	0.37037037037037035	0.4375	0.3333333333333333	0.4615384615384615	0.39622641509433965
chek1238	0.6363636363636364	0.037037037037037035	0.25	0.48484848484848486	0.2075471698113208	0.3023255813953488
chen1255	0.18181818181818182	0.14285714285714285	0.375	0.3333333333333333	0.25925925925925924	0.22641509433962265
chep1245	0.18181818181818182	0	0.17647058823529413	0.45454545454545453	0.4122807017543859	0.38461538461538464
cher1273	0.2727272727272727	0.27586206896551724	0.35294117647058826	0.5588235294117647	0.47457627118644063	0.4230769230769231
chhi1245	0.1111111111111111	0.043478260869565216	0.11764705882352941	0.56	0.4150943396226414	0.3541666666666667
chib1270	0.3333333333333333	0.11538461538461539	0.17647058823529413	0.48	0.3979591836734694	0.2619047619047619
chic1270	0.3333333333333333	0.07692307692307693	0.1875	0.6774193548387096	0.43	0.35555555555555557
chil1280	0.36363636363636365	0.35714285714285715	0.29411764705882354	0.6764705882352942	0.42241379310344823	0.35185185185185186
chim1302	0.1111111111111111	0.07142857142857142	0.23529411764705882	0.4375	0.4824561403508773	0.3333333333333333
chin1286	0.2857142857142857	0.3	0.4117647058823529	0.6470588235294118	0.364406779661017	0.44680851063829785
chip1241	0.8181818181818182	0.07692307692307693	0.23529411764705882	0.6363636363636364	0.330188679245283	0.2978723404255319
